Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Image URL,Activities,Source
Hanoosh,,,,,Bhishma Sahni,"Sahni, Bhishma",,,,,,Rajkamal Prakashan Pvt. Limited,,2010/09/01,2010,,,,,"‘हानूश’ भीष्म साहनी का एक ऐसा नाटक है जिसमें कलाकार की सृजन की अदम्य  अकुलाहट और उसकी निरीहता को रूपायित किया गया है। धर्म और सत्ता के गठबन्धन  के साथ सामाजिक शक्तियों के संघर्ष की मार्मिक अभिव्यक्ति भी है यह अनमोल  नाटक ‘हानूश’। कलाकार के पारिवारिक तनावों का अनूठा अंकन हुआ है ‘हानूश’  में। इस नाटक में एक ऐसे कलकार को केन्द्रीय भूमिका मिली है जो शुरू में  ताला बनानेवाला एक सामान्य मिस्त्री   है, बाद में उसके दिमाग़ में घड़ी  बनाने का विचार उत्पन्न होता है और वह घड़ी बनाने में लग जाता है। विषम  परिस्थितियों से जूझता हुआ वह घड़ी बनाने के काम में लगातार सत्रह साल गुज़ार  देता है और अन्ततः इस लगन और कड़ी मेहनत के परिणामस्वरूप वह चेकोस्लोवाकिया  की पहली घड़ी बनाने में कामयाब होता है। उसकी बनाई गई घड़ी नगरपालिका की  मीनार पर लगाई जाती है लेकिन इतनी बड़ी सफलता के बाद कलाकार को क्या मिलता  है? बादशाह कलाकार की आँखें निकलवा लेता है, ताकि वह उस तरह की दूसरी घड़ी  नहीं बना सके। चेक-इतिहास की इस छोटी-सी घटना से भीष्म साहनी ने हिन्दी को  यह यादगार नाटक सौंपा है जो आज छह दशक बाद भी रंग-प्रेमियों के लिए यथार्थ  और आश्चर्य का एक सामंजस्य-सा प्रतीत होता है।",,,,,,,,,,,125,,,,, 150.00,Hindi,,,,,,9788126718801,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:59:07.263731956,,,,,,,h7TpuAugztAC,Hindi,0,0,,,,
Hanoosh,,,,,Bhishma Sahni,"Sahni, Bhishma",,,,,,Rajkamal Prakashan Pvt. Limited,,2010/09/01,2010,,,,,"‘हानूश’ भीष्म साहनी का एक ऐसा नाटक है जिसमें कलाकार की सृजन की अदम्य  अकुलाहट और उसकी निरीहता को रूपायित किया गया है। धर्म और सत्ता के गठबन्धन  के साथ सामाजिक शक्तियों के संघर्ष की मार्मिक अभिव्यक्ति भी है यह अनमोल  नाटक ‘हानूश’। कलाकार के पारिवारिक तनावों का अनूठा अंकन हुआ है ‘हानूश’  में। इस नाटक में एक ऐसे कलकार को केन्द्रीय भूमिका मिली है जो शुरू में  ताला बनानेवाला एक सामान्य मिस्त्री   है, बाद में उसके दिमाग़ में घड़ी  बनाने का विचार उत्पन्न होता है और वह घड़ी बनाने में लग जाता है। विषम  परिस्थितियों से जूझता हुआ वह घड़ी बनाने के काम में लगातार सत्रह साल गुज़ार  देता है और अन्ततः इस लगन और कड़ी मेहनत के परिणामस्वरूप वह चेकोस्लोवाकिया  की पहली घड़ी बनाने में कामयाब होता है। उसकी बनाई गई घड़ी नगरपालिका की  मीनार पर लगाई जाती है लेकिन इतनी बड़ी सफलता के बाद कलाकार को क्या मिलता  है? बादशाह कलाकार की आँखें निकलवा लेता है, ताकि वह उस तरह की दूसरी घड़ी  नहीं बना सके। चेक-इतिहास की इस छोटी-सी घटना से भीष्म साहनी ने हिन्दी को  यह यादगार नाटक सौंपा है जो आज छह दशक बाद भी रंग-प्रेमियों के लिए यथार्थ  और आश्चर्य का एक सामंजस्य-सा प्रतीत होता है।",,,,,,,,,,,125,,,,, 150.00,Hindi,,,,,,9788126718801,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:59:26.975932002,,,,,,,h7TpuAugztAC,Hindi,0,0,,,,
Madhukara Saha,,Bundelakhanda ka nayaka,,,Govind Namdev,"Namdev, Govind",,,,,,Rajakamala Prakasana,,,2018,,,,,,,,,,,,,,,,127,,,,, 295.00,Hindi,,,,2020326372,,9789387462465,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:00:23.533561944,,,,,,,td1UzQEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/9387462463.01Z.jpg,,
Maikabetha,,,,,William Shakespeare,"Shakespeare, William",,,,,,,,,,,,,,,,,,,,,,,,,111,,,,, 140.00,Hindi,,,,,,9789350642092,0,2.500000,,Unread,,,,,,,,0,,,,2020/07/28 16:01:06.082520961,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350642093.01Z.jpg,,
Ôthelo,,,,,William Shakespeare,"Shakespeare, William",,,,,,,,,,,,,,,,,,,,,,,,,104,,,,, 135.00,Hindi,,,,,,9789350642139,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:01:47.200544953,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350642131.01Z.jpg,,
Ôthelo,,,,,William Shakespeare,"Shakespeare, William",,,,,,,,,,,,,,,,,,,,,,,,,104,,,,, 135.00,Hindi,,,,,,9789350642139,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:02:12.171864986,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350642131.01Z.jpg,,
Maikabetha,,,,,William Shakespeare,"Shakespeare, William",,,,,,,,,,,,,,,,,,,,,,,,,111,,,,, 140.00,Hindi,,,,,,9789350642092,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:03:09.386345982,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350642093.01Z.jpg,,
Maikabetha,,,,,William Shakespeare,"Shakespeare, William",,,,,,,,,,,,,,,,,,,,,,,,,111,,,,, 140.00,Hindi,,,,,,9789350642092,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:03:28.605867028,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350642093.01Z.jpg,,
Ôthelo,,,,,William Shakespeare,"Shakespeare, William",,,,,,,,,,,,,,,,,,,,,,,,,104,,,,, 135.00,Hindi,,,,,,9789350642139,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:04:00.561056971,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350642131.01Z.jpg,,
Nāṭyadarśana,,"Samakālīna śreshṭha raṅganirdeśakoṃ Kāvālama Nārāyaṇa Paṇikkara, Habība Tanavīra, Ratana Thiyama se saṃvāda",,,Sangeeta Gundecha,"Gundecha, Sangeeta",,,,,,Saṅgīta Nāṭaka Akādemī,,,2012,,,,,,,,,,,,,,,,159,,,,, 350.00,Hindi,,,,,,9789350722138,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:07:37.120458960,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350722135.01Z.jpg,,
Dayāśaṅkara kī ḍāyarī,,[nāṭaka],,,Nādirā Zahīra Babbara,"Babbara, Nādirā Zahīra",,,,,,Vani Prakashan,,,2008,,,,,"Play based on the life of Dayaśaṅkara, a fictional male character.",,,,,,,,,,,52,,,,, 125.00,Hindi,,,,,,9788181438270,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:09:34.699157953,,,,,,,88UYA5mBLNsC,Hindi,0,0,,,,
Dayāśaṅkara kī ḍāyarī,,[nāṭaka],,,Nādirā Zahīra Babbara,"Babbara, Nādirā Zahīra",,,,,,Vani Prakashan,,,2008,,,,,"Play based on the life of Dayaśaṅkara, a fictional male character.",,,,,,,,,,,52,,,,, 125.00,Hindi,,,,,,9788181438270,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:10:00.467944979,,,,,,,88UYA5mBLNsC,Hindi,0,0,,,,
Dayāśaṅkara kī ḍāyarī,,[nāṭaka],,,Nādirā Zahīra Babbara,"Babbara, Nādirā Zahīra",,,,,,Vani Prakashan,,,2008,,,,,"Play based on the life of Dayaśaṅkara, a fictional male character.",,,,,,,,,,,52,,,,, 125.00,Hindi,,,,,,9788181438270,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:10:20.003360033,,,,,,,88UYA5mBLNsC,Hindi,0,0,,,,
Hanoosh,,,,,Bhishma Sahni,"Sahni, Bhishma",,,,,,Rajkamal Prakashan Pvt. Limited,,2010/09/01,2010,,,,,"‘हानूश’ भीष्म साहनी का एक ऐसा नाटक है जिसमें कलाकार की सृजन की अदम्य  अकुलाहट और उसकी निरीहता को रूपायित किया गया है। धर्म और सत्ता के गठबन्धन  के साथ सामाजिक शक्तियों के संघर्ष की मार्मिक अभिव्यक्ति भी है यह अनमोल  नाटक ‘हानूश’। कलाकार के पारिवारिक तनावों का अनूठा अंकन हुआ है ‘हानूश’  में। इस नाटक में एक ऐसे कलकार को केन्द्रीय भूमिका मिली है जो शुरू में  ताला बनानेवाला एक सामान्य मिस्त्री   है, बाद में उसके दिमाग़ में घड़ी  बनाने का विचार उत्पन्न होता है और वह घड़ी बनाने में लग जाता है। विषम  परिस्थितियों से जूझता हुआ वह घड़ी बनाने के काम में लगातार सत्रह साल गुज़ार  देता है और अन्ततः इस लगन और कड़ी मेहनत के परिणामस्वरूप वह चेकोस्लोवाकिया  की पहली घड़ी बनाने में कामयाब होता है। उसकी बनाई गई घड़ी नगरपालिका की  मीनार पर लगाई जाती है लेकिन इतनी बड़ी सफलता के बाद कलाकार को क्या मिलता  है? बादशाह कलाकार की आँखें निकलवा लेता है, ताकि वह उस तरह की दूसरी घड़ी  नहीं बना सके। चेक-इतिहास की इस छोटी-सी घटना से भीष्म साहनी ने हिन्दी को  यह यादगार नाटक सौंपा है जो आज छह दशक बाद भी रंग-प्रेमियों के लिए यथार्थ  और आश्चर्य का एक सामंजस्य-सा प्रतीत होता है।",,,,,,,,,,,125,,,,, 150.00,Hindi,,,,,,9788126718801,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:10:39.397027969,,,,,,,h7TpuAugztAC,Hindi,0,0,,,,
Janch-Partal,,,,,Sanjay Sahay,"Sahay, Sanjay",,,,,,Radhakrishna Prakashan,,2004/09/01,2004,,,,,,,,,,,,,,,,94,,,,, 200.00,Hindi,,,,,,9788171192564,0,2.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:11:35.803506970,,,,,,,1tK704EaykUC,Hindi,0,0,,,,
Madhukara Saha,,Bundelakhanda ka nayaka,,,Govind Namdev,"Namdev, Govind",,,,,,Rajakamala Prakasana,,,2018,,,,,,,,,,,,,,,,127,,,,, 295.00,Hindi,,,,2020326372,,9789387462465,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:12:07.017452955,,,,,,,td1UzQEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/9387462463.01Z.jpg,,
Teen puraskrit natak,,,,,Vibhā Rānī,"Rānī, Vibhā",,,,,,Vani Prakashan,,,2002,,,,Hindi drama,,,,,,,,,,,,128,,,,, 200.00,Hindi,,,,2003306608,,9788170551317,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:14:37.293213963,,,,,,,FgQ8HbURIJEC,Hindi,0,0,,,,
Vo aba bhī pukāratā hai,,,,,Piyush Mishra,"Mishra, Piyush",,,,,,Rājakamala Prakāśana,,,2019,,,,,Play based on casteism in India.,,,,,,,,,,,74,,,,, 250.00,Hindi,,,,,,9789389577129,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:16:08.410022020,,,,,,,pjY8zQEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/9389577128.01Z.jpg,,
खिड़की खोल दो,,,,,वर्षा दास,"दास, वर्षा",,,,,,Rājakamala Prakāśana,,,2017,,,,Hindi drama,,,,,,,,,,,,119,,,,, 300.00,Hindi,,,,,,9788126729678,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:16:30.414168953,,,,,,,VfXhswEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/8126729678.01Z.jpg,,
Barsi,,,,,Dr. Vayala Vasudevan Pillai,"Pillai, Dr. Vayala Vasudevan",,,,,,Vani Prakashan,,2011/07/01,2011,,,,,,,,,,,,,,,,63,,,,,125 ,Hindi,,,,,,9789350007709,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:18:15.868865966,,,,,,,-AfODgAAQBAJ,Hindi,0,0,,,,
Hanoosh,,,,,Bhishma Sahni,"Sahni, Bhishma",,,,,,Rajkamal Prakashan Pvt. Limited,,2010/09/01,2010,,,,,"‘हानूश’ भीष्म साहनी का एक ऐसा नाटक है जिसमें कलाकार की सृजन की अदम्य  अकुलाहट और उसकी निरीहता को रूपायित किया गया है। धर्म और सत्ता के गठबन्धन  के साथ सामाजिक शक्तियों के संघर्ष की मार्मिक अभिव्यक्ति भी है यह अनमोल  नाटक ‘हानूश’। कलाकार के पारिवारिक तनावों का अनूठा अंकन हुआ है ‘हानूश’  में। इस नाटक में एक ऐसे कलकार को केन्द्रीय भूमिका मिली है जो शुरू में  ताला बनानेवाला एक सामान्य मिस्त्री   है, बाद में उसके दिमाग़ में घड़ी  बनाने का विचार उत्पन्न होता है और वह घड़ी बनाने में लग जाता है। विषम  परिस्थितियों से जूझता हुआ वह घड़ी बनाने के काम में लगातार सत्रह साल गुज़ार  देता है और अन्ततः इस लगन और कड़ी मेहनत के परिणामस्वरूप वह चेकोस्लोवाकिया  की पहली घड़ी बनाने में कामयाब होता है। उसकी बनाई गई घड़ी नगरपालिका की  मीनार पर लगाई जाती है लेकिन इतनी बड़ी सफलता के बाद कलाकार को क्या मिलता  है? बादशाह कलाकार की आँखें निकलवा लेता है, ताकि वह उस तरह की दूसरी घड़ी  नहीं बना सके। चेक-इतिहास की इस छोटी-सी घटना से भीष्म साहनी ने हिन्दी को  यह यादगार नाटक सौंपा है जो आज छह दशक बाद भी रंग-प्रेमियों के लिए यथार्थ  और आश्चर्य का एक सामंजस्य-सा प्रतीत होता है।",,,,,,,,,,,125,,,,, 150.00,Hindi,,,,,,9788126718801,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:21:38.011106967,,,,,,,h7TpuAugztAC,Hindi,0,0,,,,
Muāvaze,,,,,Bhīshma Sāhanī,"Sāhanī, Bhīshma",,,,,,Rādhākr̥shṇa Prakāśana,,,1997,,,,,,,,,,,,,,,,96,,,,, 250.00,Hindi,,,,,,9788171191260,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:22:18.027997970,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8171191266.01Z.jpg,,
Muāvaze,,,,,Bhīshma Sāhanī,"Sāhanī, Bhīshma",,,,,,Rādhākr̥shṇa Prakāśana,,,1997,,,,,,,,,,,,,,,,96,,,,, 250.00,Hindi,,,,,,9788171191260,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:22:33.710469007,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8171191266.01Z.jpg,,
Siṃhāsana khālī hai,,,,,Suśīlakumāra Siṃha,"Siṃha, Suśīlakumāra",,,,,,Vāṇī Prakāśana,,,2010,,,,,,,,,,,,,,,,69,,,,, 100.00,Hindi,,,,,,9789350004616,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:23:31.564111948,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350004615.01Z.jpg,,
Siṃhāsana khālī hai,,,,,Suśīlakumāra Siṃha,"Siṃha, Suśīlakumāra",,,,,,Vāṇī Prakāśana,,,2010,,,,,,,,,,,,,,,,69,,,,, 100.00,Hindi,,,,,,9789350004616,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:23:57.365612983,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350004615.01Z.jpg,,
Rāmānujara,,,,,Intirā Pārttacārati,"Pārttacārati, Intirā",,,,,,Vani Prakashan,,,2001,,,,,Play.,,,,,,,,,,,92,,,,, 150.00,Hindi,,,,2001292137,,9788170557586,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:24:42.131816029,,,,,,,qqEmT_76booC,Hindi,0,0,,,,
Lambi Kavita Bhookhand Tap Raha Hai,,Mūlakr̥ti va nāṭya rūpāntaraṇa kavi Candrakānta Devatāle,,,Swatantra Kumar Ojha,"Ojha, Swatantra Kumar",,,,,,Vani Prakashan,,2017/06/01,2017,,,,Juvenile Fiction,"Dramatic adaptation of 'Bhūkhanḍa tapa rahā hai', poem by author himself.",,,,,,,,,,,44,,,,,125 ,Hindi,,,,,,9789352290833,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 16:25:36.254766941,,,,,,,1UowDwAAQBAJ,Hindi,0,0,,,,
